,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
5801,Puerto Rican seasoning with ham,Puerto Rican seasoning with ham,74410110,32,226,4,7.32,13,17.2,1.9,160,639,0.863,4.0,0,0.055,3.3,3.07,0.086,62.39,16.0,2.744,5.164,24.81,32,0.081,0.81,16,61,251,468,0.52,20,0.08,0.204,30.3,2.9,23.1
5802,Puerto Rican seasoning with ham and tomato sauce,Puerto Rican seasoning with ham and tomato sauce,74415110,23,209,5,5.3,23,21.7,1.5,164,1468,1.543,5.14,0,0.075,4.5,2.51,0.092,73.28,7.415,1.798,4.986,14.98,24,0.088,0.81,14,64,225,471,0.66,19,0.1,0.183,29.2,0.78,12.2
5803,Puerto Rican seasoning without ham and tomato sauce,Puerto Rican seasoning without ham and tomato sauce,74420110,14,273,19,6.96,0,6.1,1.8,233,0,0.394,1.06,0,0.037,0.6,2.93,0.049,80.72,4.478,4.43,1.506,10.81,25,0.06,0.45,11,26,173,5,0.18,24,0.0,0.198,42.9,1.84,30.4
5804,Tomato aspic,Tomato aspic,74501010,0,209,0,4.7,0,6.6,0.3,48,7008,0.533,2.57,0,0.067,1.3,3.54,0.08,91.57,0.006,0.023,0.02,0.26,10,0.082,0.34,10,16,179,201,0.09,18,0.0,0.059,58.1,0.26,1.8
5805,Tomato and cucumber salad made with tomato,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",74506000,31,136,7,6.53,0,4.1,0.6,41,710,0.202,0.53,0,0.017,0.2,5.04,0.022,80.83,4.222,4.174,1.397,10.16,11,0.033,0.23,9,18,135,212,0.13,13,0.0,0.045,5.3,1.34,18.5
5806,Tomato soup,"Tomato soup, NFS",74601000,0,119,0,7.72,0,6.5,0.6,46,5542,0.435,0.74,0,0.008,1.5,4.18,0.021,90.2,0.069,0.08,0.058,0.22,8,0.03,0.3,8,16,285,193,0.1,10,0.0,0.044,6.5,0.17,1.6
5812,Tomato beef soup,"Tomato beef soup, prepared with water",74603010,30,114,2,8.44,2,8.2,0.6,21,2929,0.745,1.78,1,0.036,2.0,0.73,0.034,86.99,0.69,0.27,0.635,1.71,9,0.055,0.45,3,23,88,367,0.3,12,0.08,0.035,0.0,0.31,0.0
5813,Tomato beef noodle soup,"Tomato beef noodle soup, prepared with water",74604010,30,114,2,8.44,2,8.2,0.6,21,2929,0.745,1.78,1,0.036,2.0,0.73,0.034,86.99,0.69,0.27,0.635,1.71,9,0.055,0.45,3,23,88,367,0.3,12,0.08,0.035,0.0,0.31,0.0
5814,Tomato beef rice soup,"Tomato beef rice soup, prepared with water",74604100,30,114,2,8.44,2,8.2,0.6,21,2929,0.745,1.78,1,0.036,2.0,0.73,0.034,86.99,0.69,0.27,0.635,1.71,9,0.055,0.45,3,23,88,367,0.3,12,0.08,0.035,0.0,0.31,0.0
5815,Tomato noodle soup,"Tomato noodle soup, canned, prepared with water or ready-to-serve",74604500,0,87,0,11.82,7,11.1,0.7,43,4025,0.829,1.66,1,0.039,7.0,3.13,0.086,84.92,0.194,0.194,0.146,0.67,9,0.046,0.58,10,30,216,141,0.23,9,0.02,0.043,4.7,0.17,1.1
5817,Tomato rice soup,"Tomato rice soup, prepared with water",74605010,0,124,0,8.54,1,7.8,0.7,1,8591,0.411,0.82,1,0.02,0.9,2.95,0.024,88.52,0.235,0.525,0.2,1.06,11,0.055,0.31,2,13,129,319,0.2,12,0.0,0.03,5.8,0.86,1.5
5818,Tomato vegetable soup,"Tomato vegetable soup, prepared with water",74606010,0,119,0,7.72,0,6.5,0.6,46,5542,0.435,0.74,0,0.008,1.5,4.18,0.021,90.2,0.069,0.08,0.058,0.22,8,0.03,0.3,8,16,285,193,0.1,10,0.0,0.044,6.5,0.17,1.6
5819,Tomato vegetable soup with noodles,"Tomato vegetable soup with noodles, prepared with water",74606020,205,750,0,4.89,0,3.9,0.3,80,965,0.374,0.86,0,0.019,1.8,1.57,0.022,92.41,0.34,0.295,0.12,0.79,10,0.055,0.44,3,14,86,338,0.19,71,0.0,0.023,0.6,0.58,2.1
5820,Tomato sandwich,Tomato sandwich,74701000,45,213,0,23.61,3,12.2,1.6,86,1150,2.371,4.66,1,0.117,10.4,3.65,0.243,63.34,1.548,4.095,1.221,7.09,99,0.083,1.64,17,63,165,259,0.48,21,0.01,0.079,6.2,0.58,16.3
5821,Raw vegetable,"Raw vegetable, NFS",75100250,901,2341,0,5.77,0,10.1,2.0,516,644,0.634,1.33,0,0.063,0.8,2.6,0.049,91.88,0.026,0.094,0.054,0.24,32,0.047,0.38,14,37,283,47,0.24,232,0.0,0.117,28.0,0.56,38.0
5822,Sprouts,"Sprouts, NFS",75100300,6,6,6,5.94,0,14.4,1.8,0,0,0.749,3.04,0,0.124,0.6,4.13,0.084,90.4,0.022,0.058,0.046,0.18,13,0.164,0.91,21,54,149,6,0.41,1,0.0,0.088,13.2,0.1,33.0
5823,Alfalfa sprouts,"Alfalfa sprouts, raw",75100500,6,87,6,2.1,0,14.4,1.9,0,0,0.481,3.99,0,0.126,0.6,0.2,0.076,92.82,0.056,0.409,0.069,0.69,32,0.157,0.96,27,70,79,6,0.92,8,0.0,0.034,8.2,0.02,30.5
5824,Artichoke,"Artichoke, raw",75100750,0,8,0,11.95,0,34.4,5.7,464,0,1.11,2.89,0,0.089,0.2,0.99,0.05,84.08,0.011,0.145,0.079,0.34,21,0.127,0.61,42,73,286,60,0.4,1,0.0,0.081,7.4,0.19,14.8
5825,Asparagus,"Asparagus, raw",75100800,9,449,0,3.88,0,16.0,2.1,710,0,0.978,2.2,0,0.141,2.3,1.88,0.143,93.22,0.0,0.05,0.04,0.12,24,0.189,2.14,14,52,202,2,0.54,38,0.0,0.091,5.6,1.13,41.6
5826,Bean sprouts,"Bean sprouts, raw",75101000,6,6,6,5.94,0,14.4,1.8,0,0,0.749,3.04,0,0.124,0.6,4.13,0.084,90.4,0.022,0.058,0.046,0.18,13,0.164,0.91,21,54,149,6,0.41,1,0.0,0.088,13.2,0.1,33.0
5827,Green beans,"Green beans, raw",75101800,69,379,0,6.97,0,15.3,2.7,640,0,0.734,1.83,0,0.104,0.6,3.26,0.082,90.32,0.01,0.113,0.05,0.22,37,0.069,1.03,25,38,211,6,0.24,35,0.0,0.141,12.2,0.41,43.0
5828,Beets,"Beets, raw",75102500,0,20,0,9.56,0,6.0,2.8,0,0,0.334,1.61,0,0.04,0.7,6.76,0.031,87.58,0.032,0.06,0.027,0.17,16,0.075,0.8,23,40,325,78,0.35,2,0.0,0.067,4.9,0.04,0.2
5829,Broccoflower,"Broccoflower, raw",75102600,0,93,0,6.09,0,57.1,3.2,42,0,0.734,2.95,0,0.102,0.6,3.03,0.08,89.79,0.028,0.133,0.047,0.3,33,0.041,0.73,20,62,300,23,0.64,8,0.0,0.222,88.1,0.04,20.2
5830,Brussels sprouts,"Brussels sprouts, raw",75102750,6,450,0,8.95,0,19.1,3.8,1590,0,0.745,3.38,0,0.09,1.6,2.2,0.139,86.0,0.023,0.153,0.062,0.3,42,0.07,1.4,23,69,389,25,0.42,38,0.0,0.219,85.0,0.88,177.0
5831,Cabbage,"Cabbage, green, raw",75103000,33,42,0,5.8,0,10.7,2.5,30,0,0.234,1.28,0,0.04,0.3,3.2,0.061,92.18,0.017,0.017,0.034,0.1,40,0.019,0.47,12,26,170,18,0.18,5,0.0,0.124,36.6,0.15,76.0
5834,Cactus,"Cactus, raw",75105500,48,250,0,3.33,0,7.3,2.2,0,0,0.41,1.32,0,0.041,0.7,1.15,0.012,94.12,0.018,0.05,0.016,0.09,164,0.052,0.59,52,16,257,21,0.25,23,0.0,0.07,9.3,0.0,5.3
5835,Cauliflower,"Cauliflower, raw",75107000,0,0,0,4.97,0,44.3,2.0,1,0,0.507,1.92,0,0.06,0.6,1.91,0.05,92.07,0.034,0.031,0.13,0.28,22,0.039,0.42,15,44,299,30,0.27,0,0.0,0.184,48.2,0.08,15.5
5836,Celery,"Celery, raw",75109000,0,270,0,2.97,0,6.1,1.6,283,0,0.32,0.69,0,0.057,0.4,1.34,0.021,95.43,0.032,0.079,0.042,0.17,40,0.035,0.2,11,24,260,80,0.13,22,0.0,0.074,3.1,0.27,29.3
5837,Fennel bulb,"Fennel bulb, raw",75109010,0,578,0,7.3,0,13.2,3.1,607,0,0.64,1.24,0,0.032,0.7,3.93,0.01,90.21,0.068,0.169,0.09,0.2,49,0.066,0.73,17,50,414,52,0.2,48,0.0,0.047,12.0,0.58,62.8
5838,Basil,"Basil, raw",75109400,0,3142,46,2.65,0,11.4,1.6,5650,0,0.902,3.15,0,0.076,0.3,0.3,0.034,92.06,0.088,0.389,0.041,0.64,177,0.385,3.17,64,56,295,4,0.81,264,0.0,0.155,18.0,0.8,414.8
5839,Chives,"Chives, raw",75109500,0,2612,0,4.35,0,5.2,2.5,323,0,0.647,3.27,0,0.115,0.9,1.85,0.078,90.65,0.095,0.267,0.146,0.73,92,0.157,1.6,42,58,296,3,0.56,218,0.0,0.138,58.1,0.21,212.7
5840,Cilantro,"Cilantro, raw",75109550,36,3930,202,3.67,0,12.8,2.8,865,0,1.114,2.13,0,0.162,0.9,0.87,0.067,92.21,0.275,0.04,0.014,0.52,67,0.225,1.77,26,48,521,46,0.5,337,0.0,0.149,27.0,2.5,310.0
5841,Corn,"Corn, raw",75109600,16,47,115,18.7,0,23.0,2.0,644,0,1.77,3.27,0,0.055,0.6,6.26,0.155,76.05,0.432,0.487,0.325,1.35,2,0.054,0.52,37,89,270,15,0.46,9,0.0,0.093,6.8,0.07,0.3
5842,Cucumber,"Cucumber, raw",75111000,11,45,26,3.63,0,6.0,0.5,23,0,0.098,0.65,0,0.033,0.3,1.67,0.027,95.23,0.005,0.032,0.037,0.11,16,0.041,0.28,13,24,147,2,0.2,5,0.0,0.04,2.8,0.03,16.4
5843,Eggplant,"Eggplant, raw",75111200,0,14,0,5.88,0,6.9,3.0,36,0,0.649,0.98,0,0.037,0.3,3.53,0.039,92.3,0.016,0.076,0.034,0.18,9,0.081,0.23,14,24,229,2,0.16,1,0.0,0.084,2.2,0.3,3.5
5844,Garlic,"Garlic, raw",75111500,0,5,0,33.06,0,23.2,2.1,16,0,0.7,6.36,0,0.11,14.2,1.0,0.2,58.58,0.011,0.249,0.089,0.5,181,0.299,1.7,25,153,401,17,1.16,0,0.0,1.235,31.2,0.08,1.7
5845,Jicama,"Jicama, raw",75111800,0,13,0,8.82,0,13.6,4.9,0,0,0.2,0.72,0,0.029,0.7,1.8,0.02,90.07,0.005,0.043,0.021,0.09,12,0.048,0.6,12,18,150,4,0.16,1,0.0,0.042,20.2,0.46,0.3
5846,Kohlrabi,"Kohlrabi, raw",75112000,0,22,0,6.2,0,12.3,3.6,0,0,0.4,1.7,0,0.02,0.7,2.6,0.05,91.0,0.007,0.048,0.013,0.1,24,0.129,0.4,19,46,350,20,0.03,2,0.0,0.15,62.0,0.48,0.1
5847,Leek,"Leek, raw",75112500,0,1000,0,14.15,0,9.5,1.8,1900,0,0.4,1.5,0,0.03,1.0,3.9,0.06,83.0,0.004,0.166,0.04,0.3,59,0.12,2.1,28,35,180,20,0.12,83,0.0,0.233,12.0,0.92,47.0
5848,Lettuce,"Lettuce, raw",75113000,2,2371,0,2.92,0,10.2,1.2,1004,0,0.249,1.13,0,0.053,0.4,1.38,0.056,95.31,0.006,0.078,0.019,0.14,27,0.027,0.64,10,24,168,19,0.16,198,0.0,0.066,6.0,0.2,75.2
5851,Mixed salad greens,"Mixed salad greens, raw",75114000,1,3716,0,2.93,0,12.8,1.4,3982,0,0.386,1.61,0,0.093,0.8,0.91,0.064,94.42,0.008,0.109,0.032,0.22,46,0.053,1.3,28,32,270,36,0.26,310,0.0,0.107,11.0,0.64,193.4
5852,Mushrooms,"Mushrooms, raw",75115000,0,0,0,3.26,0,17.3,1.0,0,0,3.607,3.09,0,0.402,9.3,1.98,0.081,92.45,0.0,0.16,0.05,0.34,3,0.318,0.5,9,86,318,5,0.52,0,0.04,0.104,2.1,0.01,0.0
5853,Onions,"Onions, green, raw",75117010,0,598,0,7.34,0,5.7,2.6,1137,0,0.525,1.83,0,0.08,0.6,2.33,0.055,89.83,0.027,0.074,0.032,0.19,72,0.083,1.48,20,37,276,16,0.39,50,0.0,0.061,18.8,0.55,207.0
5855,Parsley,"Parsley, raw",75119000,0,5054,0,6.33,0,12.8,3.3,5561,0,1.313,2.97,0,0.098,0.1,0.85,0.086,87.71,0.295,0.124,0.132,0.79,138,0.149,6.2,50,58,554,56,1.07,421,0.0,0.09,133.0,0.75,1640.0
5856,Green peas,"Green peas, raw",75120000,21,449,0,14.45,0,28.4,5.7,2477,0,2.09,5.42,0,0.132,1.8,5.67,0.266,78.86,0.035,0.187,0.071,0.4,25,0.176,1.47,33,108,244,5,1.24,38,0.0,0.169,40.0,0.13,24.8
5857,Pepper,"Pepper, hot chili, raw",75121000,52,548,72,7.66,0,9.2,2.2,785,0,1.262,1.39,0,0.078,0.4,4.71,0.056,89.86,0.027,0.176,0.067,0.4,13,0.088,0.64,19,34,285,6,0.2,51,0.0,0.463,131.2,2.13,16.2
5864,Radish,"Radish, raw",75125000,0,4,0,3.4,0,6.5,1.6,10,0,0.254,0.68,0,0.039,0.6,1.86,0.012,95.27,0.017,0.048,0.032,0.1,25,0.05,0.34,10,20,233,39,0.28,0,0.0,0.071,14.8,0.0,1.3
5865,Rutabaga,"Rutabaga, raw",75127000,0,1,1,8.62,0,14.1,2.3,19,14,0.7,1.08,0,0.04,0.7,4.46,0.09,89.43,0.025,0.088,0.027,0.16,43,0.032,0.44,20,53,305,12,0.24,0,0.0,0.1,25.0,0.3,0.3
5866,Seaweed,"Seaweed, raw",75127500,0,1136,0,7.94,0,12.4,0.7,0,0,1.18,3.51,0,0.275,0.7,0.58,0.069,82.2,0.06,0.125,0.146,0.49,129,0.226,2.28,77,60,165,384,0.89,95,0.0,0.054,15.0,0.96,25.1
5867,Snowpeas,"Snowpeas, raw",75127750,44,630,0,7.55,0,17.4,2.6,740,0,0.6,2.8,0,0.08,0.7,4.0,0.15,88.89,0.021,0.089,0.039,0.2,43,0.079,2.08,24,53,200,4,0.27,54,0.0,0.16,60.0,0.39,25.0
5868,Summer squash,"Summer squash, yellow, raw",75128000,0,90,0,3.88,0,7.1,1.0,290,0,0.448,1.01,0,0.041,0.2,2.88,0.051,94.28,0.013,0.082,0.093,0.27,21,0.092,0.44,20,32,222,2,0.29,8,0.0,0.104,19.3,0.13,3.2
5870,Turnip,"Turnip, raw",75129000,0,0,0,6.43,0,11.1,1.8,0,0,0.4,0.9,0,0.03,0.7,3.8,0.04,91.87,0.006,0.053,0.011,0.1,30,0.085,0.3,11,27,191,67,0.27,0,0.0,0.09,21.0,0.03,0.1
5871,Mixed vegetable juice,Mixed vegetable juice,75132000,2171,4786,0,6.12,0,8.0,1.2,308,1,0.353,0.82,0,0.056,0.5,2.62,0.056,92.15,0.02,0.075,0.034,0.16,32,0.04,0.33,12,33,276,73,0.16,489,0.0,0.146,5.8,0.72,22.4
5872,Celery juice,Celery juice,75132100,0,270,0,2.97,0,6.1,1.6,283,0,0.32,0.69,0,0.057,0.4,1.34,0.021,95.43,0.032,0.079,0.042,0.17,40,0.035,0.2,11,24,260,80,0.13,22,0.0,0.074,3.1,0.27,29.3
5873,Broccoli salad with cauliflower,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",75140500,5,68,1,10.45,21,31.7,1.7,261,0,0.342,5.88,41,0.099,5.0,6.49,0.069,59.03,5.113,11.2,5.233,22.82,107,0.062,0.37,17,96,164,339,0.73,47,0.22,0.099,28.1,1.4,59.8
5874,Broccoli slaw salad,Broccoli slaw salad,75140510,320,956,1,10.59,9,16.3,2.0,932,0,0.514,2.13,4,0.094,2.7,6.51,0.061,77.79,1.707,4.487,1.293,8.12,36,0.041,0.58,16,56,245,291,0.33,97,0.02,0.131,58.1,1.26,81.3
5875,Cabbage salad or coleslaw,"Cabbage salad or coleslaw, from fast food / restaurant",75140990,262,456,2,12.35,8,8.2,1.9,67,4,0.281,0.88,5,0.058,1.9,9.54,0.029,74.03,2.582,6.913,1.909,11.78,34,0.018,0.3,10,25,153,221,0.18,54,0.0,0.119,13.7,0.8,79.0
5883,Cabbage salad or coleslaw with apples and/or raisins,"Cabbage salad or coleslaw with apples and/or raisins, with dressing",75141100,255,594,2,13.31,7,9.8,2.1,46,0,0.246,1.07,3,0.044,1.1,10.15,0.05,78.29,1.332,3.478,0.982,6.26,28,0.032,0.41,10,30,166,222,0.16,63,0.02,0.091,20.2,0.71,51.8
5884,Cabbage salad or coleslaw with pineapple,"Cabbage salad or coleslaw with pineapple, with dressing",75141200,278,648,0,10.45,8,10.4,1.8,45,0,0.289,1.06,3,0.043,1.1,7.78,0.058,80.6,1.453,3.789,1.063,6.81,29,0.034,0.4,10,27,145,241,0.17,69,0.02,0.1,27.7,0.74,56.1
5885,Cucumber and vegetable namasu,Cucumber and vegetable namasu,75142000,401,965,15,12.53,0,4.6,0.6,42,0,0.172,0.48,0,0.027,0.4,10.78,0.023,85.1,0.005,0.031,0.026,0.12,14,0.032,0.21,9,19,122,118,0.14,98,0.0,0.039,2.3,0.09,10.7
5886,Cucumber salad,"Cucumber salad, made with sour cream dressing",75142500,8,39,19,3.92,17,9.7,0.4,17,0,0.096,1.15,34,0.071,1.3,2.16,0.025,88.48,1.293,0.247,2.873,5.51,40,0.034,0.22,12,38,140,214,0.23,38,0.06,0.04,2.6,0.13,12.0
5888,Cucumber salad made with cucumber and vinegar,Cucumber salad made with cucumber and vinegar,75142600,7,27,16,7.2,0,4.3,0.5,14,0,0.072,0.52,0,0.024,0.3,5.33,0.021,90.05,0.004,0.021,0.027,0.09,14,0.031,0.24,10,20,123,236,0.15,3,0.0,0.037,2.5,0.02,10.0
5896,Seven-layer salad,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",75145000,5,289,2,5.66,47,40.7,1.3,482,0,0.642,4.76,33,0.104,6.4,3.19,0.086,67.63,5.014,10.406,4.374,20.73,60,0.04,0.55,10,78,123,262,0.59,57,0.21,0.083,6.0,0.95,48.7
5897,Greek Salad,"Greek Salad, no dressing",75146000,10,2778,2,3.84,7,11.0,1.6,1301,238,0.94,2.62,7,0.104,3.2,1.34,0.062,90.14,0.784,0.258,0.852,2.14,67,0.072,1.07,14,49,220,243,0.43,239,0.11,0.092,5.5,0.41,64.9
5898,Spinach salad,"Spinach salad, no dressing",75147000,0,4055,2,2.97,86,82.2,1.6,8861,0,1.244,7.02,32,0.261,10.7,0.54,0.108,83.25,1.924,0.833,1.549,4.91,83,0.104,2.27,61,98,462,197,0.81,370,0.31,0.202,20.2,1.71,347.9
5899,Cobb salad,"Cobb salad, no dressing",75148010,34,483,4,2.48,61,51.0,1.2,661,800,3.643,11.36,15,0.124,11.2,1.08,0.074,80.95,2.117,0.63,1.045,4.34,26,0.061,0.54,18,121,279,157,0.57,57,0.2,0.188,8.9,0.66,33.7
5900,Aloe vera juice drink,Aloe vera juice drink,75200700,0,0,0,3.75,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3.75,0.0,96.23,0.0,0.0,0.0,0.0,8,0.0,0.15,0,0,0,8,0.0,0,0.0,0.0,3.8,0.0,0.0
5904,Artichokes,"Artichokes, NS as to form, cooked",75201020,0,13,0,11.57,2,33.5,5.5,449,0,1.075,2.81,10,0.087,0.2,0.96,0.048,81.72,0.943,0.916,0.797,2.87,21,0.123,0.59,41,71,277,180,0.39,12,0.0,0.095,7.2,0.48,16.7
5921,Bamboo shoots,"Bamboo shoots, cooked",75203028,0,13,0,3.13,2,0.2,1.4,0,0,0.136,1.68,10,0.026,0.5,1.84,0.024,91.9,0.943,0.95,0.812,2.93,8,0.111,0.31,4,25,78,16,0.63,12,0.0,0.148,1.0,0.91,2.4
5943,Fried green beans,Fried green beans,75205200,26,142,0,22.47,10,16.6,1.8,256,0,1.843,3.86,4,0.175,9.5,1.62,0.242,59.64,5.163,5.191,1.82,12.72,38,0.073,1.7,17,54,118,317,0.34,17,0.04,0.069,4.1,1.6,31.4
5944,Yellow string beans,"Yellow string beans, cooked",75206020,14,60,0,6.25,2,13.3,2.9,519,0,0.353,1.45,10,0.083,0.4,1.82,0.031,88.83,0.94,0.856,0.763,2.7,48,0.059,0.86,23,30,122,131,0.47,16,0.0,0.069,3.4,0.33,39.2
5953,Breadfruit,"Breadfruit, cooked",75208501,0,5,0,26.26,2,9.7,4.7,20,0,0.828,1.04,10,0.028,0.6,10.65,0.096,68.72,0.965,0.839,0.767,2.76,17,0.081,0.52,24,29,475,124,0.12,11,0.0,0.104,23.9,0.39,2.8
5960,Burdock,"Burdock, cooked",75209501,0,5,0,18.06,2,12.4,3.4,0,0,0.297,1.6,11,0.03,0.7,3.02,0.009,76.19,1.041,0.895,0.801,2.88,43,0.08,0.84,40,53,321,136,0.34,12,0.0,0.242,2.7,0.71,4.2
5982,Christophine,"Christophine, cooked",75215511,0,5,0,4.7,2,9.8,1.8,0,0,0.465,0.86,11,0.029,0.2,1.73,0.024,90.92,1.013,0.893,0.804,2.86,18,0.128,0.36,13,19,131,133,0.77,12,0.0,0.089,6.8,0.44,6.8
6005,Flowers or blossoms of sesbania,"Flowers or blossoms of sesbania, squash, or lily, cooked",75217301,0,1012,0,3.2,2,13.2,0.9,0,0,0.301,1.06,10,0.031,0.7,2.32,0.018,92.49,0.942,0.779,0.761,2.61,36,0.097,0.86,24,33,103,128,0.1,95,0.0,0.065,4.8,0.33,2.3
6007,Hominy,"Hominy, cooked",75217520,0,9,0,13.8,4,3.4,2.4,29,0,0.033,1.45,19,0.007,2.9,1.46,0.003,80.41,0.833,0.719,1.102,2.89,11,0.029,0.6,16,34,9,503,1.02,20,0.0,0.036,0.3,0.28,1.4
6010,Lotus root,"Lotus root, cooked",75218501,0,5,0,15.51,2,24.8,3.0,0,0,0.291,1.54,10,0.01,0.6,0.48,0.123,79.15,0.946,0.789,0.741,2.6,26,0.21,0.87,21,76,352,166,0.32,11,0.0,0.227,26.5,0.3,2.4
6017,Mushroom,"Mushroom, Asian, cooked, from dried",75219100,0,0,0,14.35,0,36.7,2.1,0,0,1.496,1.56,0,0.169,24.7,3.83,0.037,83.23,0.07,0.034,0.05,0.22,3,0.893,0.44,14,29,117,120,1.33,0,0.0,0.159,0.3,0.0,0.0
6018,Okra,"Okra, fresh, cooked, no added fat",75220011,27,424,0,7.99,0,13.2,3.4,285,0,1.018,2.07,0,0.061,0.8,1.59,0.193,88.51,0.018,0.029,0.028,0.2,88,0.117,0.66,61,65,321,132,0.62,37,0.0,0.207,21.0,0.29,33.6
6024,Luffa,"Luffa, cooked",75220101,27,417,0,7.76,2,13.0,3.3,277,0,0.989,2.02,11,0.06,0.7,1.54,0.187,86.07,1.02,0.862,0.802,2.92,86,0.113,0.65,59,64,312,139,0.6,47,0.0,0.219,20.4,0.6,35.1
6029,Palm hearts,"Palm hearts, cooked",75221160,0,43,0,24.8,2,0.2,1.5,0,0,0.828,2.62,10,0.166,0.7,16.61,0.044,67.61,0.937,0.861,0.765,2.73,18,0.623,1.64,10,136,1749,136,3.61,13,0.0,0.722,6.6,0.78,2.3
6030,Parsnips,"Parsnips, cooked",75222020,0,5,0,16.47,2,26.4,3.5,0,0,0.701,1.29,10,0.05,1.7,4.65,0.08,78.01,1.04,0.821,0.769,2.83,36,0.134,0.56,28,67,356,132,0.25,11,0.0,0.106,12.6,1.26,3.3
6051,Peppers,"Peppers, green, cooked",75226020,20,204,7,4.68,2,5.8,1.7,327,0,0.46,0.88,11,0.027,0.0,2.42,0.052,90.86,0.979,0.87,0.809,2.81,11,0.067,0.35,10,20,177,130,0.13,28,0.0,0.22,68.9,0.68,9.9
6053,Hot peppers,"Hot peppers, cooked",75226111,49,530,69,7.72,2,9.5,2.2,752,0,1.209,1.41,11,0.075,0.5,4.75,0.051,86.79,0.998,0.985,0.818,3.05,14,0.088,0.65,19,35,288,133,0.2,60,0.0,0.437,112.4,2.46,18.8
6054,Pimiento,Pimiento,75226700,291,1804,0,6.24,0,7.7,2.3,448,0,0.753,1.35,0,0.073,0.2,3.32,0.021,91.55,0.024,0.197,0.055,0.37,7,0.06,2.06,7,21,193,17,0.23,163,0.0,0.263,103.9,0.84,10.2
6055,Daikon radish,"Daikon radish, cooked",75227110,0,9,0,3.3,2,6.5,1.5,9,0,0.234,0.67,10,0.036,0.6,1.8,0.011,92.56,0.948,0.822,0.752,2.63,25,0.048,0.33,10,20,226,160,0.27,11,0.0,0.078,12.2,0.3,3.6
6057,Salsify,"Salsify, cooked",75229011,0,5,0,14.88,2,25.3,3.0,0,0,0.38,2.65,10,0.168,0.6,2.81,0.054,78.74,0.935,0.847,0.761,2.7,46,0.068,0.54,17,54,274,138,0.29,11,0.0,0.227,4.5,0.48,2.6
6058,Sauerkraut,Sauerkraut,75230000,5,19,0,4.16,4,10.6,2.8,286,0,0.139,0.9,23,0.022,0.6,1.72,0.02,90.3,0.722,0.453,1.177,2.51,30,0.093,1.42,13,20,165,661,0.19,24,0.0,0.162,12.8,0.41,14.0
6059,Snowpea,"Snowpea, fresh, cooked, no added fat",75231011,43,622,0,7.84,0,18.1,2.7,730,0,0.592,2.91,0,0.079,0.7,4.15,0.14,88.15,0.022,0.092,0.041,0.21,45,0.082,2.16,25,55,208,125,0.28,53,0.0,0.15,53.0,0.4,26.0
6080,Spaghetti squash,"Spaghetti squash, cooked",75233220,15,62,0,6.26,2,7.5,1.4,0,0,0.785,0.65,10,0.022,0.3,2.45,0.037,89.68,0.953,0.897,0.781,2.79,21,0.034,0.33,11,14,114,139,0.19,17,0.0,0.112,3.4,0.41,3.1
6082,Water Chesnut,Water Chesnut,75235000,0,0,0,19.22,0,28.9,3.9,0,0,0.562,1.38,0,0.038,1.1,3.84,0.017,78.78,0.002,0.041,0.025,0.09,6,0.156,1.36,8,30,184,12,0.59,0,0.0,0.248,2.0,0.78,0.3
6083,Winter melon,"Winter melon, cooked",75235750,0,5,0,2.95,2,5.0,1.0,191,0,0.372,0.4,10,0.001,0.2,1.14,0.033,93.32,0.968,0.86,0.736,2.73,18,0.021,0.37,10,17,5,226,0.57,11,0.0,0.047,10.2,0.37,5.1
6084,Yeast,Yeast,75236000,0,0,0,41.22,0,32.0,26.9,0,0,40.2,40.44,0,4.0,7.9,0.0,10.99,5.08,4.309,0.017,1.001,7.61,30,0.436,2.17,54,637,955,51,7.94,0,0.07,1.5,0.3,0.0,0.4
6085,Yeast extract spread,Yeast extract spread,75236500,0,0,0,20.42,0,65.1,6.5,0,0,127.5,23.88,0,17.5,27.6,1.6,23.375,40.9,0.0,0.0,0.0,0.9,67,0.245,4.04,180,104,2100,3380,4.19,0,0.5,0.0,0.0,0.0,0.0
